date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:04:14	12937/12937	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:13%20GMT	https://testing.literatehosting.com/c/uncategorized/1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/uncategorized/1.html	(from https://testing.literatehosting.com/)
15:04:15	7183/7183	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:14%20GMT	https://testing.literatehosting.com/c/site-feedback/2	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/site-feedback/2.html	(from https://testing.literatehosting.com/)
15:04:15	6452/6452	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:15%20GMT	https://testing.literatehosting.com/categories	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/categories.html	(from https://testing.literatehosting.com/)
15:04:17	10822/10822	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:16%20GMT	https://testing.literatehosting.com/guidelines	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/guidelines.html	(from https://testing.literatehosting.com/)
15:04:18	20277/20277	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:17%20GMT	https://testing.literatehosting.com/tos	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/tos.html	(from https://testing.literatehosting.com/)
15:04:18	10047/10047	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:18%20GMT	https://testing.literatehosting.com/privacy	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/privacy.html	(from https://testing.literatehosting.com/)
15:04:19	5361/5361	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:19%20GMT	https://testing.literatehosting.com/c/transcription/5?page=1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/52679.html	(from https://testing.literatehosting.com/c/transcription/5)
15:04:21	6377/6377	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:20%20GMT	https://testing.literatehosting.com/posts.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/posts.rss	(from https://testing.literatehosting.com/c/transcription/5)
15:04:22	12331/12331	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:21%20GMT	https://testing.literatehosting.com/latest.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/latest.rss	(from https://testing.literatehosting.com/c/transcription/5)
15:04:23	2667/2667	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:22%20GMT	https://testing.literatehosting.com/c/transcription/5.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/5.rss	(from https://testing.literatehosting.com/c/transcription/5)
15:04:24	7331/7331	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:23%20GMT	https://testing.literatehosting.com/c/transcription/announcements/6	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/announcements/6.html	(from https://testing.literatehosting.com/c/transcription/5)
15:04:25	7152/7152	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:24%20GMT	https://testing.literatehosting.com/c/transcription/general/7	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/general/7.html	(from https://testing.literatehosting.com/c/transcription/5)
15:04:26	7699/7699	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2023:23:28%20GMT	https://testing.literatehosting.com/t/about-the-transcription-category/11	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-transcription-category/11.html	(from https://testing.literatehosting.com/c/transcription/5)
15:04:26	4358/4358	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:26%20GMT	https://testing.literatehosting.com/u/pfaffman	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/u/pfaffman.html	(from https://testing.literatehosting.com/c/transcription/5)
15:04:27	1437/1437	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Aug%202020%2021:07:32%20GMT	https://testing.literatehosting.com/user_avatar/testing.literatehosting.com/pfaffman/25/2_2.png	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/user_avatar/testing.literatehosting.com/pfaffman/25/2_2.png	(from https://testing.literatehosting.com/c/transcription/5)
15:04:29	7522/7522	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20May%202020%2017:02:18%20GMT	https://testing.literatehosting.com/t/reject-this-mother/23	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/reject-this-mother/23.html	(from https://testing.literatehosting.com/c/transcription/5)
15:04:29	5267/5267	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:29%20GMT	https://testing.literatehosting.com/c/uncategorized/1?page=1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/uncategorized/12679.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:31	7199/7199	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:30%20GMT	https://testing.literatehosting.com/c/uncategorized/1.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/uncategorized/1.rss	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:32	8855/8855	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202020%2016:49:47%20GMT	https://testing.literatehosting.com/t/welcome-to-discourse/7	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/welcome-to-discourse/7.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:32	4334/4334	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:32%20GMT	https://testing.literatehosting.com/u/system	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/u/system.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:33	623/623	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Aug%202020%2021:07:32%20GMT	https://testing.literatehosting.com/user_avatar/testing.literatehosting.com/system/25/1_2.png	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/user_avatar/testing.literatehosting.com/system/25/1_2.png	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:35	7176/7176	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2017:00:46%20GMT	https://testing.literatehosting.com/t/another-one-test-that-i-think-it-really-good/22	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/another-one-test-that-i-think-it-really-good/22.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:36	6930/6930	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2016:39:14%20GMT	https://testing.literatehosting.com/t/can-i-upload-this-image/21	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/can-i-upload-this-image/21.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:37	7041/7041	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20May%202020%2023:24:06%20GMT	https://testing.literatehosting.com/t/thi-sia-test-again-will-this-work/19	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/thi-sia-test-again-will-this-work/19.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:38	6897/6897	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20May%202020%2023:20:52%20GMT	https://testing.literatehosting.com/t/this-is-a-test-uplaods/18	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/this-is-a-test-uplaods/18.html	(from https://testing.literatehosting.com/c/uncategorized/1)
15:04:38	5529/5529	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:38%20GMT	https://testing.literatehosting.com/c/site-feedback/2?page=1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/site-feedback/22679.html	(from https://testing.literatehosting.com/c/site-feedback/2)
15:04:39	1797/1797	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:39%20GMT	https://testing.literatehosting.com/c/site-feedback/2.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/site-feedback/2.rss	(from https://testing.literatehosting.com/c/site-feedback/2)
15:04:41	7913/7913	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202020%2016:49:43%20GMT	https://testing.literatehosting.com/t/about-the-site-feedback-category/1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-site-feedback-category/1.html	(from https://testing.literatehosting.com/c/site-feedback/2)
15:04:41	5646/5646	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:41%20GMT	https://testing.literatehosting.com/about	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/about.html	(from https://testing.literatehosting.com/guidelines)
15:04:43	10801/10801	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:42%20GMT	https://testing.literatehosting.com/faq	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/faq.html	(from https://testing.literatehosting.com/guidelines)
15:04:43	119/119	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Aug%202020%2019:04:43%20GMT	https://testing.literatehosting.com/c/site-feedback	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/site-feedback.26.delayed	(from https://testing.literatehosting.com/guidelines)
15:04:44	5653/5653	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:44%20GMT	https://testing.literatehosting.com/c/transcription/announcements/6?page=1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/announcements/62679.html	(from https://testing.literatehosting.com/c/transcription/announcements/6)
15:04:45	1723/1723	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:45%20GMT	https://testing.literatehosting.com/c/transcription/announcements/6.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/announcements/6.rss	(from https://testing.literatehosting.com/c/transcription/announcements/6)
15:04:47	8270/8270	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2023:24:46%20GMT	https://testing.literatehosting.com/t/about-the-announcements-category/12	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-announcements-category/12.html	(from https://testing.literatehosting.com/c/transcription/announcements/6)
15:04:47	5503/5503	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Aug%202020%2019:04:47%20GMT	https://testing.literatehosting.com/c/transcription/general/7?page=1	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/general/72679.html	(from https://testing.literatehosting.com/c/transcription/general/7)
15:04:48	1667/1667	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:48%20GMT	https://testing.literatehosting.com/c/transcription/general/7.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/transcription/general/7.rss	(from https://testing.literatehosting.com/c/transcription/general/7)
15:04:50	8188/8188	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2023:25:09%20GMT	https://testing.literatehosting.com/t/about-the-general-category/13	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-general-category/13.html	(from https://testing.literatehosting.com/c/transcription/general/7)
15:04:50	1378/1378	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:50%20GMT	https://testing.literatehosting.com/t/about-the-transcription-category/11.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-transcription-category/11.rss	(from https://testing.literatehosting.com/t/about-the-transcription-category/11)
15:04:51	2547/2547	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Aug%202020%2021:07:32%20GMT	https://testing.literatehosting.com/user_avatar/testing.literatehosting.com/pfaffman/45/2_2.png	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/user_avatar/testing.literatehosting.com/pfaffman/45/2_2.png	(from https://testing.literatehosting.com/u/pfaffman)
15:04:52	1264/1264	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:52%20GMT	https://testing.literatehosting.com/t/reject-this-mother/23.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/reject-this-mother/23.rss	(from https://testing.literatehosting.com/t/reject-this-mother/23)
15:04:54	2574/2574	---MC-	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:53%20GMT	https://testing.literatehosting.com/t/welcome-to-discourse/7.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/welcome-to-discourse/7.rss	(from https://testing.literatehosting.com/t/welcome-to-discourse/7)
15:04:55	164585/164585	---M--	200	added ('OK')	image/gif	date:Sun,%2016%20Aug%202020%2021:07:27%20GMT	https://testing.literatehosting.com/images/welcome/discourse-edit-post-animated.gif	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/images/welcome/discourse-edit-post-animated.gif	(from https://testing.literatehosting.com/t/welcome-to-discourse/7)
15:04:55	457/457	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Aug%202020%2021:07:27%20GMT	https://testing.literatehosting.com/images/emoji/twitter/wrench.png?v=9	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/images/emoji/twitter/wrenchc164.png	(from https://testing.literatehosting.com/t/welcome-to-discourse/7)
15:04:56	1217/1217	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Aug%202020%2021:07:32%20GMT	https://testing.literatehosting.com/user_avatar/testing.literatehosting.com/system/45/1_2.png	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/user_avatar/testing.literatehosting.com/system/45/1_2.png	(from https://testing.literatehosting.com/u/system)
15:04:57	1684/1684	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:57%20GMT	https://testing.literatehosting.com/t/another-one-test-that-i-think-it-really-good/22.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/another-one-test-that-i-think-it-really-good/22.rss	(from https://testing.literatehosting.com/t/another-one-test-that-i-think-it-really-good/22)
15:04:58	1519/1519	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:58%20GMT	https://testing.literatehosting.com/t/can-i-upload-this-image/21.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/can-i-upload-this-image/21.rss	(from https://testing.literatehosting.com/t/can-i-upload-this-image/21)
15:04:59	1587/1587	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:04:59%20GMT	https://testing.literatehosting.com/t/thi-sia-test-again-will-this-work/19.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/thi-sia-test-again-will-this-work/19.rss	(from https://testing.literatehosting.com/t/thi-sia-test-again-will-this-work/19)
15:05:00	1493/1493	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:05:00%20GMT	https://testing.literatehosting.com/t/this-is-a-test-uplaods/18.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/this-is-a-test-uplaods/18.rss	(from https://testing.literatehosting.com/t/this-is-a-test-uplaods/18)
15:05:01	1482/1482	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:05:01%20GMT	https://testing.literatehosting.com/t/about-the-site-feedback-category/1.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-site-feedback-category/1.rss	(from https://testing.literatehosting.com/t/about-the-site-feedback-category/1)
15:05:02	0/-1	---M--	301	error ('')			https://testing.literatehosting.com/c/site-feedback	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/c/site-feedback.39.delayed	(from https://testing.literatehosting.com/faq)
15:05:02	1382/1382	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:05:02%20GMT	https://testing.literatehosting.com/t/about-the-announcements-category/12.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-announcements-category/12.rss	(from https://testing.literatehosting.com/t/about-the-announcements-category/12)
15:05:03	1332/1332	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2024%20Aug%202020%2019:05:03%20GMT	https://testing.literatehosting.com/t/about-the-general-category/13.rss	/data/wptesting.literatehosting.com/testing/testing.literatehosting.com/t/about-the-general-category/13.rss	(from https://testing.literatehosting.com/t/about-the-general-category/13)
